Alice Walker	5-(786)140-3346
Annie Kim	7-(037)588-7767
Karen Holmes	5-(349)247-7702
Jacqueline Mitchell	0-(227)613-5753
Phyllis Anderson	1-(594)918-3649
Jane Fields	7-(389)380-7648
Denise Baker	3-(104)951-6667
Beverly Banks	6-(511)740-8497
Heather Hill	9-(504)131-5511
Dorothy Wallace	4-(630)307-9497
Julie James	5-(493)270-6763
Beverly Gray	1-(871)347-3602
Jennifer Wilson	7-(308)516-7768
Catherine Lynch	0-(397)725-2568
Maria Welch	4-(701)449-1242
Robin Howard	0-(079)814-2169
Judith Diaz	8-(808)248-6206
Amanda James	0-(402)353-3736
Theresa Barnes	8-(558)829-8625
Virginia Peterson	1-(712)016-3503
Nicole Harvey	8-(886)232-6672
Diana Hawkins	6-(753)024-7422
Virginia Taylor	0-(155)691-3909
Anne Hanson	4-(714)528-2592
Ann Pierce	5-(034)221-7682
Denise Lynch	3-(660)315-2284
Catherine Robinson	8-(957)570-1110
Kelly Evans	8-(024)476-4218
Margaret Hayes	1-(150)259-3237
Margaret Reyes	7-(742)929-0164
Debra Campbell	8-(946)484-5445
Tammy Hamilton	4-(390)340-5117
Susan Weaver	9-(405)075-9172
Jessica Ray	6-(918)572-3951
Janet Cole	4-(294)412-2041
Andrea Frazier	4-(546)747-2265
Joyce Peterson	3-(610)107-6098
Carolyn Nelson	5-(112)842-6223
Jane Brooks	6-(388)362-6271
Pamela Ramirez	9-(284)247-7935
Donna Richards	7-(761)907-0412
Katherine Rivera	5-(767)672-3376
Jacqueline Jacobs	4-(244)714-6188
Michelle Lawrence	1-(775)514-9962
Lisa Edwards	8-(960)898-1322
Kimberly Reed	3-(873)110-2952
Margaret Andrews	6-(042)076-2148
Sara Evans	9-(437)808-0675
Teresa Robertson	6-(629)097-8972
Diana Chapman	2-(509)881-7918
Nicole Riley	2-(783)643-6552
Michelle Pierce	3-(692)992-9788
Andrea Murphy	6-(992)235-5755
Margaret Hanson	5-(348)493-0013
Donna Garcia	5-(220)541-1428
Kelly Butler	2-(286)896-1297
Lisa Chapman	2-(866)848-9960
Michelle Morales	5-(308)916-1095
Sandra Burton	6-(435)653-2940
Debra Garcia	8-(906)040-9203
Jessica Porter	3-(341)401-9723
Kathy Banks	9-(406)452-1731
Lillian Evans	6-(850)233-1986
Alice Simmons	2-(693)524-7498
Andrea Martinez	0-(259)879-3820
Diana Wheeler	5-(068)163-4465
Marilyn Jacobs	8-(359)380-9105
Melissa Daniels	4-(157)310-6968
Louise Collins	9-(877)344-1719
Anne Warren	4-(910)647-2594
Deborah Stephens	1-(811)749-4377
Julia Perkins	9-(162)044-5548
Louise Hanson	2-(940)131-7338
Donna Armstrong	7-(024)434-5842
Jacqueline Wells	5-(903)307-7962
Teresa Cole	6-(517)804-2497
Ruby Fuller	0-(510)403-9580
Andrea Parker	7-(971)749-2748
Helen Armstrong	0-(592)652-3116
Sara Palmer	4-(360)971-1582
Judith West	2-(587)207-0590
Doris Fernandez	1-(449)153-9892
Stephanie Hawkins	9-(748)348-8313
Katherine Sanchez	8-(878)090-4069
Annie Hughes	3-(078)506-3257
Laura Coleman	1-(400)776-6174
Kimberly Bell	7-(243)176-0745
Pamela Fields	2-(998)259-4111
Dorothy Franklin	1-(571)490-1629
Anne Fisher	3-(085)336-0211
Lois Cole	0-(319)666-9210
Martha Anderson	5-(431)924-6823
Sandra Dixon	4-(247)787-9734
Kathryn Turner	0-(698)063-4250
Michelle Morrison	2-(068)460-8174
Kelly Grant	5-(386)677-8149
Wanda Marshall	4-(118)454-1429
Jean Harris	9-(412)634-4392
Beverly Alexander	7-(150)972-2488
Deborah Mason	2-(273)236-9981
Anna Phillips	6-(492)718-2519
Sharon Kelly	7-(654)842-0744
Helen Bennett	9-(893)895-9093
Irene Robinson	8-(660)668-7795
Kelly Smith	6-(098)665-0722
Theresa Little	9-(266)016-2448
Carol Greene	7-(898)887-4930
Helen Anderson	6-(503)231-7965
Heather Sanchez	1-(064)713-6160
Annie Lane	7-(595)696-5609
Diane Parker	2-(359)901-6300
Wanda Elliott	8-(615)132-1171
Linda Diaz	0-(453)814-1190
Nancy Harper	8-(502)436-9830
Kathy Ellis	4-(498)695-7895
Lillian Harris	1-(859)328-6844
Kelly Hicks	3-(915)330-3615
Ann Turner	9-(252)962-8815
Jennifer Harvey	4-(918)141-8657
Nancy Powell	4-(353)162-6280
Robin Morrison	0-(330)441-2625
Sandra Elliott	3-(123)733-9753
Anne Snyder	0-(528)576-3278
Jacqueline Marshall	1-(704)977-9976
Phyllis Gonzales	7-(895)620-4149
Diane Moreno	2-(208)871-9678
Jean Carter	6-(162)131-4025
Martha Hawkins	3-(089)433-5708
Brenda Coleman	0-(257)190-8444
Michelle Marshall	8-(217)866-8806
Melissa Hanson	0-(271)092-2425
Phyllis Perkins	9-(112)171-4299
Frances Carr	7-(801)287-8613
Annie Carter	6-(213)001-0266
Mildred Woods	0-(068)698-7674
Frances Jordan	4-(352)572-9297
Gloria Hunt	1-(341)926-5873
Wanda Murray	3-(899)086-0191
Rose Peters	8-(507)281-7516
Ann Armstrong	9-(981)666-2526
Catherine Fields	0-(657)740-8652
Elizabeth Cox	8-(352)496-6153
Julia Wallace	6-(016)625-6714
Beverly Rogers	3-(916)552-3484
Lisa Burns	1-(239)779-0915
Sarah Arnold	2-(286)693-9260
Christina Robinson	1-(982)514-4721
Ruby Martin	3-(681)340-2534
Marilyn Chavez	0-(941)180-0295
Paula Clark	7-(385)406-6203
Michelle Murray	9-(672)801-0077
Julie Hamilton	7-(282)491-3992
Rose Arnold	9-(893)684-2181
Linda Reed	4-(568)247-7271
Martha Gray	8-(253)830-7738
Betty Franklin	7-(527)189-6218
Kathy Sanchez	2-(702)599-2267
Doris Stewart	6-(374)839-5410
Christine Bradley	0-(019)036-6597
Jessica Gonzales	3-(478)758-2983
Jane Gordon	3-(005)890-3685
Joan Taylor	2-(098)366-4976
Deborah Walker	8-(658)701-0190
Doris Stone	6-(969)508-9342
Donna Nichols	0-(672)677-6040
Jean Knight	5-(173)550-7694
Shirley Stanley	0-(045)135-5596
Louise Phillips	7-(347)464-5293
Jacqueline Nguyen	0-(591)589-0715
Kimberly Collins	8-(119)562-8404
Ruth Campbell	4-(701)007-1897
Jacqueline Morales	2-(506)066-6577
Virginia Jacobs	5-(349)090-1492
Louise Jordan	4-(879)022-7288
Nicole Brooks	6-(937)578-9749
Dorothy Ryan	6-(348)986-7533
Marie Greene	8-(763)469-9567
Gloria Gilbert	3-(912)077-7991
Jane Sims	3-(938)805-3057
Sharon Smith	2-(326)290-6900
Ashley White	5-(656)904-8840
Tammy Stone	5-(309)500-2692
Wanda Clark	9-(819)091-0329
Martha Dean	4-(104)189-7073
Alice Young	1-(849)396-9499
Helen Turner	0-(308)221-6247
Rose Franklin	6-(365)370-7381
Stephanie Perkins	8-(491)252-0457
Rachel Peters	7-(481)489-5995
Anne Moore	7-(731)259-8858
Christine Ray	7-(109)668-8218
Mildred Taylor	1-(176)564-5971
Maria Harvey	8-(644)330-9287
Sarah Fowler	8-(717)862-4330
Catherine Gardner	4-(432)640-0964
Janet Richards	9-(353)673-8388
Christine Bowman	4-(356)152-5208
Diana Cook	2-(845)871-4629
Marie Morgan	6-(800)586-5170
Heather Marshall	7-(745)417-8196
Robin Peters	9-(443)898-2902
Evelyn Grant	1-(224)063-0032
Robin Olson	0-(330)297-3191
Cynthia Peters	5-(186)239-8286
Kathy Oliver	2-(791)766-9302
Sandra Carr	3-(110)816-6111
Margaret Collins	8-(754)463-1712
Mildred Fields	8-(111)602-8734
Norma Garrett	3-(225)346-7902
Bonnie Holmes	0-(073)005-5050
Jean Patterson	8-(908)886-0341
Betty Bradley	5-(137)610-3916
Lillian Sanders	4-(982)709-1000
Anna Cruz	1-(799)812-7855
Judy Evans	0-(051)900-8506
Pamela Richardson	9-(572)787-2646
Shirley Jenkins	0-(470)804-8581
Rachel Oliver	4-(187)161-0240
Julia Austin	8-(112)432-0768
Angela Romero	9-(017)071-8768
Gloria Chapman	8-(879)343-8583
Doris Robinson	2-(787)950-2930
Robin Hill	4-(077)502-5627
Lillian Olson	9-(882)315-6815
Carolyn Romero	7-(046)143-5259
Linda Lawrence	1-(547)881-3541
Carol Larson	6-(985)418-7916
Theresa Payne	3-(082)729-7170
Margaret Peterson	8-(533)000-0874
Joyce Mcdonald	5-(745)129-5842
Alice Harrison	7-(483)626-2302
Angela Lynch	1-(619)776-3420
Amy Rice	8-(311)356-0244
Martha Phillips	2-(733)318-1138
Margaret Olson	7-(501)951-0521
Nicole Franklin	6-(652)795-8096
Michelle Olson	0-(604)618-7483
Heather Knight	5-(512)412-3386
Rebecca Burke	8-(759)709-9040
Kimberly Wagner	0-(131)636-3896
Marilyn Garcia	5-(088)173-5520
Sarah Torres	5-(539)488-5008
Donna Alexander	4-(616)335-4286
Julie Bradley	3-(681)196-3217
Laura Fuller	7-(375)936-0387
Heather Mason	0-(051)315-4888
Amy Day	6-(581)356-5234
Jean Parker	3-(190)634-2482
Sandra Morris	1-(008)146-3669
Annie Austin	2-(244)109-0838
Betty Olson	7-(624)896-4226
Ashley Jacobs	3-(992)373-4035
Brenda Cooper	0-(507)266-6250
Diana Snyder	6-(349)342-1246
Alice Hawkins	2-(202)009-3987
Emily Daniels	6-(169)937-1744
Lisa Chavez	0-(478)955-9139
Rose Baker	5-(209)302-3032
Wanda Burke	7-(597)342-7277
Sharon Reynolds	9-(934)903-6752
Jessica Lynch	9-(461)987-6283
Debra Hernandez	8-(646)973-5081
Nicole Butler	3-(681)019-9353
Amy Nichols	0-(537)622-5043
Cynthia Lawrence	2-(797)839-9349
Mary Lawson	5-(085)380-5485
Jessica Gardner	5-(670)867-3383
Christine Ross	5-(069)327-6775
Gloria Ryan	1-(209)657-7000
Nicole Bell	0-(386)219-3237
Rose Hunt	9-(945)635-5592
Carolyn Bradley	9-(279)735-4677
Sarah Gomez	4-(139)964-1844
Janice Howard	2-(393)742-9269
Nancy Stewart	5-(735)575-9806
Christina Martin	0-(366)976-9131
Cheryl Gutierrez	2-(598)558-5890
Irene Taylor	9-(065)779-5162
Norma Jenkins	1-(192)975-1644
Amanda Gibson	9-(391)100-2104
Ruby Williams	0-(794)440-6117
Beverly Larson	4-(016)422-4554
Cynthia Sanchez	8-(343)016-8430
Kelly Gray	3-(490)931-0320
Andrea Hart	8-(732)121-3576
Louise Henderson	5-(385)021-9072
Rachel Warren	6-(397)950-9222
Julia Baker	8-(663)011-6250
Robin Campbell	5-(863)361-4564
Kelly Murray	3-(887)451-6964
Laura Larson	4-(163)774-1575
Angela Lawson	7-(127)582-0128
Marilyn Mcdonald	8-(849)249-1887
Phyllis Lane	1-(393)725-7088
Frances Wilson	2-(940)131-5263
Denise Henry	2-(444)398-0527
Cynthia Hunter	1-(688)563-6502
Beverly Bennett	8-(405)426-8361
Janet Simpson	1-(112)779-3097
Beverly Fuller	4-(957)115-9568
Betty Richards	0-(079)780-3116
Debra Gutierrez	6-(582)382-4590
Karen Cooper	3-(593)368-6161
Phyllis Ray	8-(237)391-7854
Susan Hudson	3-(744)266-7776
Louise Alvarez	8-(939)397-2116
Virginia Lawrence	5-(642)039-7764
Paula Greene	5-(864)495-4790
Marie Murray	0-(791)920-8850
Rebecca White	5-(038)713-0574
Dorothy Hawkins	0-(439)540-4346
Sandra Jordan	1-(308)950-4149
Betty Mason	3-(573)765-0174
Kathleen Daniels	3-(167)075-9011
Denise Fisher	6-(540)731-4884
Diana Brown	6-(855)446-3952
Marilyn Simpson	2-(555)358-7425
Katherine West	2-(553)668-7420
Irene Fowler	6-(126)328-7976
Deborah Mills	0-(290)347-7512
Lori Thomas	6-(759)665-7276
Melissa Collins	6-(466)419-5610
Christina Vasquez	6-(915)123-4143
Michelle Larson	0-(453)589-1024
Norma Daniels	8-(204)102-3103
Cheryl Simpson	1-(094)669-5012
Irene Campbell	6-(613)273-7473
Karen Oliver	6-(861)309-4721
Katherine Edwards	0-(682)163-8373
Beverly Knight	7-(965)333-2317
Christina Harvey	0-(197)055-3994
Ruby Watson	2-(081)485-3665
Robin Johnston	1-(207)085-6017
Ashley Smith	9-(542)648-6658
Ann West	2-(704)325-1556
Stephanie Elliott	6-(557)135-4604
Rebecca Ross	0-(956)639-1654
Gloria Gray	4-(331)830-7896
Katherine Sanders	7-(678)589-3462
Jane Ray	1-(262)581-2981
Sandra Hunter	7-(131)229-4032
Rachel Anderson	1-(454)420-0842
Ann Taylor	7-(245)963-7801
Carolyn Grant	9-(308)429-8034
Judy Perry	5-(726)044-9000
Helen Smith	7-(903)441-3432
Rose Cruz	4-(275)927-9617
Julie Hunt	7-(710)684-2286
Evelyn Medina	3-(624)360-8664
Emily Carroll	3-(151)213-6491
Patricia Wilson	7-(249)229-3342
Kathryn Webb	8-(516)628-7891
Anna Williamson	8-(090)146-3552
Brenda Hudson	9-(516)741-7321
Jean Elliott	8-(466)957-0077
Joyce Cole	7-(606)555-9587
Theresa Thompson	6-(595)680-7968
Ann Reyes	0-(681)788-8594
Christine Clark	2-(469)212-5615
Anna Jenkins	8-(490)940-8623
Joan Sims	3-(274)972-3624
Diana Carter	2-(871)349-2490
Elizabeth Morales	6-(556)810-3941
Frances Powell	6-(226)745-3534
Evelyn Robinson	3-(204)280-3635
Sharon Smith	2-(887)443-6891
Paula Turner	2-(892)139-9118
Frances Rice	0-(914)952-7907
Teresa Hunter	5-(504)595-5151
Pamela Dixon	0-(678)384-3571
Denise Butler	4-(883)187-1522
Diana Owens	5-(926)411-8121
Cynthia Rogers	2-(522)990-8854
Andrea Day	2-(806)753-7037
Kathy Armstrong	8-(299)730-7178
Anna Schmidt	0-(377)339-3897
Virginia Jenkins	9-(055)301-3871
Janet Bell	5-(884)056-9361
Deborah White	3-(231)285-3796
Emily Arnold	8-(030)149-9136
Evelyn Brooks	0-(251)630-6517
Jessica Nichols	4-(846)060-5135
Ann Lawrence	5-(797)945-4906
Kimberly Simmons	6-(888)096-0456
Evelyn Davis	1-(417)350-2512
Margaret Sanchez	6-(395)009-5432
Diane Hughes	3-(193)950-1061
Michelle Burns	0-(604)022-8026
Phyllis Green	7-(065)377-7706
Sharon Robertson	4-(196)638-9186
Amy Hanson	5-(774)458-7318
Kelly Little	9-(023)932-1442
Doris Coleman	4-(618)305-9683
Donna Richards	0-(346)878-1686
Deborah Franklin	2-(489)519-4034
Susan Mendoza	7-(361)570-9546
Annie Snyder	8-(194)105-8296
Frances Medina	6-(126)737-0662
Judith Hamilton	9-(157)893-3233
Alice Carr	1-(089)674-6781
Paula Black	7-(784)718-1024
Sara Duncan	5-(124)073-8700
Elizabeth Fox	9-(677)613-0938
Sara Ramirez	4-(468)128-5909
Shirley Stewart	7-(145)717-1949
Louise Greene	0-(346)164-4385
Sandra Hart	8-(540)320-9500
Stephanie Fowler	8-(457)580-8335
Diana Montgomery	3-(923)365-2013
Lillian Allen	9-(775)378-1096
Betty Nguyen	6-(880)330-1193
Debra Harper	3-(581)221-0462
Melissa Perez	2-(284)376-5440
Sandra Palmer	4-(200)289-0112
Sharon Russell	8-(648)603-5259
Ashley Medina	2-(335)000-8598
Alice Gray	1-(947)499-7787
Irene Hawkins	7-(486)791-0521
Amy Morrison	3-(184)946-5405
Mary Hall	2-(071)592-6029
Jane Mills	9-(963)185-0045
Patricia West	4-(267)296-7219
Brenda Crawford	4-(076)689-2299
Betty Porter	4-(019)974-7476
Jessica Sims	9-(983)182-8623
Lois Hart	0-(692)039-9996
Maria Stevens	9-(090)086-6888
Virginia Medina	5-(879)141-1857
Diane Carter	7-(534)905-5053
Lisa Graham	0-(703)245-1077
Sandra Johnson	8-(904)004-7873
Brenda Rice	2-(190)520-5812
Emily Alexander	6-(358)546-8028
Marilyn Knight	1-(921)136-3879
Stephanie Bryant	9-(140)931-3131
Carol Hudson	0-(657)115-9216
Mildred Fox	9-(575)402-4465
Betty Shaw	0-(551)186-3521
Ann Hudson	2-(242)837-2950
Anne Sims	1-(970)940-1201
Theresa Hayes	5-(309)471-1376
Evelyn Riley	1-(677)656-2952
Laura Little	4-(927)973-8174
Emily Mccoy	7-(197)404-6607
Amy James	3-(508)890-0726
Janice Jones	0-(217)198-7405
Nicole Gibson	9-(199)542-3117
Louise Welch	4-(782)359-6568
Patricia Elliott	3-(737)827-7976
Gloria Hill	0-(966)781-5958
Lois Johnson	0-(734)429-7555
Helen Thomas	6-(680)314-9711
Maria Alexander	0-(249)521-9116
Norma Evans	8-(031)918-0178
Deborah Lewis	8-(347)624-0463
Pamela Rogers	3-(368)771-4741
Patricia Hicks	2-(058)650-9252
Kathy Harrison	1-(361)711-1071
Brenda Walker	9-(148)799-0601
Evelyn Fox	6-(331)144-1772
Jean Reynolds	1-(822)218-1344
Catherine Alvarez	6-(234)489-4137
Barbara Peters	8-(806)559-8515
Gloria King	3-(908)908-7593
Pamela Rose	0-(909)313-8610
Judy Arnold	5-(301)962-2272
Tina Rivera	0-(974)465-3703
Diane Hunt	4-(027)728-1106
Amanda Palmer	0-(304)173-8498
Sara Burke	8-(908)048-2876
Kathy Bowman	8-(852)683-2702
Jane Meyer	7-(480)354-8888
Tammy Price	1-(945)081-5296
Martha Stone	0-(391)056-9021
Evelyn Hawkins	4-(890)633-2027
Jean Garcia	8-(297)210-1257
Rachel Crawford	5-(318)067-6068
Patricia Richards	1-(719)693-2088
Ruby Hansen	5-(884)139-6126
Rose Walker	6-(146)554-0273
Diana Peterson	7-(475)429-6218
Kathleen Porter	4-(986)311-7285
Barbara Robinson	7-(194)057-9165
Maria Clark	7-(095)000-9208
Joyce Reid	1-(974)689-0715
Rachel Weaver	0-(242)102-8337
Anna Kennedy	5-(233)762-2266
Cheryl Morrison	5-(299)292-6806
Andrea Jenkins	5-(148)269-1147
Elizabeth Simmons	3-(082)461-8382
Christine Reynolds	0-(306)583-5396
Maria Howard	1-(539)913-9721
Frances Stephens	5-(943)549-3043
Tammy Porter	4-(585)296-9861
Rachel Fernandez	2-(957)124-7366
Emily Morales	3-(509)299-0566
Melissa Taylor	5-(303)649-4617
Marilyn Martin	8-(727)031-8481
Christina Smith	3-(913)080-7576
Marie Hunter	3-(184)556-8624
Judith Daniels	5-(983)198-0993
Rebecca Shaw	6-(538)598-1966
Christina Franklin	3-(794)373-8886
Susan Sanders	7-(617)207-7568
Teresa Russell	0-(725)533-9158
Teresa Turner	7-(349)433-0542
Marie Russell	1-(291)511-6529
Janice Ramos	3-(451)733-2082
Evelyn Crawford	0-(633)123-3242
Sandra Brooks	2-(831)109-6107
Jessica Bailey	4-(588)615-0740
Helen Jones	4-(408)872-8578
Julie Brown	0-(946)666-5697
Teresa Moore	0-(118)506-0396
Louise Olson	5-(365)600-1725
Shirley Ortiz	7-(876)557-5197
Denise Collins	6-(099)532-1422
Anna Thompson	1-(002)427-5939
Carolyn Perry	2-(197)483-5242
Diane Griffin	5-(951)788-3234
Ruby Hunter	4-(714)840-0639
Frances King	5-(719)662-9225
Brenda Murray	6-(412)332-8303
Deborah Kelly	8-(691)869-3263
Brenda Wallace	6-(317)324-1045
Margaret Robertson	8-(014)238-1742
Jennifer Reyes	4-(901)472-1858
Norma Diaz	1-(132)191-4921
Phyllis Smith	7-(637)468-3854
Kimberly Carter	8-(645)439-7619
Paula Stevens	9-(249)758-1607
Pamela Martinez	8-(957)240-1637
Joyce West	7-(676)602-8407
Evelyn Fisher	9-(575)583-2091
Rose Hart	0-(347)079-5945
Amanda Stevens	3-(375)176-6161
Helen Jenkins	7-(119)531-8440
Martha Morrison	4-(685)445-5323
Jane Lane	1-(353)675-5827
Amanda Lynch	9-(587)168-0706
Brenda Jones	4-(069)789-6316
Linda Cruz	8-(076)488-5905
Frances Moreno	3-(414)885-9494
Donna Coleman	6-(298)339-1788
Emily Burns	7-(720)644-7864
Wanda Matthews	1-(194)756-1428
Bonnie Anderson	5-(791)038-4486
Angela Long	9-(213)264-0373
Jane Clark	8-(878)982-6911
Karen Reid	6-(252)520-5766
Jennifer Hawkins	6-(921)677-4321
Bonnie Simmons	5-(885)172-3850
Judith Lee	3-(903)871-4364
Julia Fields	5-(188)377-8194
Cynthia Ortiz	0-(024)328-2097
Annie Owens	7-(738)821-3840
Paula Ramos	8-(582)223-9825
Jennifer Wallace	5-(474)125-1054
Ruth Ellis	3-(111)155-3867
Carol Mills	5-(338)871-0686
Rebecca Reed	3-(027)584-5946
Emily Taylor	5-(979)819-5124
Katherine Moreno	2-(121)870-3122
Maria Riley	1-(090)513-6002
Tina Walker	0-(892)580-5829
Ashley Gonzalez	4-(946)254-7452
Pamela Peterson	8-(116)371-4531
Joan Payne	0-(014)641-6609
Irene George	7-(947)275-5041
Rachel Montgomery	6-(129)167-3664
Mildred Wagner	3-(029)019-5658
Joan Ramirez	5-(858)597-8186
Dorothy Torres	7-(445)125-5606
Stephanie Grant	6-(373)413-4413
Paula Freeman	2-(923)163-5157
Marilyn Hudson	1-(188)627-2660
Robin Evans	9-(826)642-0780
Julia Ortiz	4-(789)222-4770
Nicole Butler	1-(321)030-7538
Lillian Diaz	3-(737)301-7050
Teresa Ramos	8-(903)037-3910
Linda Elliott	8-(822)793-1717
Frances Freeman	7-(887)732-0602
Rachel Alexander	5-(959)842-0332
Janice Mason	1-(546)647-8139
Betty Carpenter	0-(966)905-2146
Patricia Mitchell	1-(634)942-2792
Jean Fowler	4-(840)239-9841
Beverly Berry	9-(598)215-8744
Frances Jenkins	1-(667)160-5464
Angela Hunt	6-(422)909-6233
Catherine Kelley	1-(275)109-0041
Deborah Howard	3-(498)102-8449
Louise Taylor	6-(327)284-6215
Martha Wagner	8-(587)620-8398
Shirley Kelly	1-(524)105-9979
Betty Kim	8-(860)217-7303
Pamela Welch	9-(739)841-3179
Paula Wagner	5-(536)054-6345
Sharon Morales	4-(672)049-3797
Emily Myers	9-(558)038-7626
Debra Alexander	9-(955)403-5948
Stephanie Clark	6-(197)508-7738
Jacqueline Myers	1-(529)054-7297
Sara Reed	7-(937)657-3729
Carol Medina	4-(578)899-8808
Carol Howell	1-(157)236-2801
Joan Morris	1-(994)131-2574
Katherine Baker	2-(598)189-4029
Christine Rogers	6-(291)863-3669
Judith Jackson	2-(663)118-7199
Maria Wright	6-(485)430-7932
Evelyn Cox	1-(486)887-1322
Annie Davis	7-(785)314-5764
Betty Payne	3-(803)259-3000
Rose Ryan	5-(389)466-7094
Kathleen Lee	6-(233)774-9376
Michelle Burns	5-(110)217-5049
Marilyn Ray	9-(090)139-8534
Diane Bradley	8-(013)710-2676
Gloria Lynch	4-(686)377-1235
Jean Phillips	1-(460)016-6504
Kathryn Watkins	4-(418)759-0389
Janice Young	6-(391)524-2519
Robin Hicks	1-(122)009-0492
Debra Wheeler	0-(574)957-4762
Judith Stewart	5-(545)337-1924
Janice Hayes	7-(939)969-1529
Maria Mendoza	5-(069)655-5234
Joyce Hawkins	9-(714)737-1357
Norma Kelly	4-(812)807-7907
Karen Nguyen	9-(479)618-1395
Betty Day	7-(777)995-8417
Julie Gonzalez	5-(563)273-4587
Doris Edwards	5-(303)718-1299
Deborah King	7-(276)195-7587
Anne Riley	1-(993)651-4549
Cheryl Owens	7-(734)185-9697
Christine Ward	2-(035)066-2344
Teresa Hunt	7-(086)011-9128
Elizabeth Hanson	5-(888)488-6717
Diana Gonzalez	7-(231)997-4641
Elizabeth Holmes	8-(010)323-4986
Kathleen Gibson	1-(967)729-7768
Diana Diaz	7-(847)019-6488
Emily Andrews	9-(579)365-3407
Sarah Burton	2-(521)977-0008
Louise Powell	7-(969)550-5097
Lois Wilson	2-(304)663-4996
Rachel Vasquez	4-(499)322-4804
Amy Mason	2-(858)345-9944
Karen Rose	4-(307)641-9595
Tammy Foster	0-(904)694-6619
Michelle Williamson	0-(822)246-7374
Jennifer Clark	2-(021)172-5268
Denise Graham	4-(341)987-5681
Mary Howell	4-(926)280-8100
Judy George	8-(218)805-9787
Brenda Perez	7-(185)852-0122
Catherine Wagner	4-(532)117-8116
Jean Robinson	0-(478)792-6281
Sharon Hayes	6-(938)860-1457
Christine Gutierrez	2-(191)563-6072
Jean Jenkins	4-(423)760-9299
Christine Morrison	3-(746)636-8259
Diane Bennett	2-(318)928-5030
Marie Griffin	1-(508)193-0669
Louise Brooks	8-(266)680-7314
Kathleen Diaz	8-(187)732-0974
Nancy Scott	8-(263)351-7577
Brenda Garcia	7-(776)350-8175
Joyce Robinson	2-(556)361-6571
Debra Armstrong	3-(982)450-8282
Joan Watson	7-(914)309-9363
Joan Young	6-(752)410-2071
Joan Mcdonald	1-(526)274-0581
Patricia Austin	5-(208)916-0189
Sara Ross	4-(159)115-6145
Wanda Adams	9-(547)515-5938
Pamela Elliott	3-(551)788-0815
Sandra Bailey	1-(909)207-3571
Margaret Arnold	6-(731)774-0260
Jacqueline Henry	6-(769)725-7298
Carol Pierce	5-(796)095-1197
Nicole Martin	0-(118)538-9645
Jean Ryan	1-(672)793-7835
Kathleen Webb	2-(231)407-7492
Michelle Ellis	2-(452)936-5927
Joan Hudson	9-(129)123-1798
Deborah Carter	5-(612)928-2628
Martha George	6-(554)491-6445
Doris Gonzales	5-(367)029-3438
Kathleen Perkins	8-(833)621-0707
Michelle Wagner	0-(764)244-6682
Janice Reid	5-(688)966-5257
Pamela Stanley	8-(916)658-8519
Irene Moore	0-(481)009-8983
Paula Andrews	5-(485)092-0306
Janet Snyder	4-(669)440-3170
Debra Garza	5-(846)304-6518
Evelyn Myers	2-(684)617-5987
Phyllis Armstrong	4-(330)673-1153
Melissa Torres	7-(345)055-0184
Gloria Turner	0-(966)114-4462
Maria Cooper	5-(087)658-5052
Cheryl Dean	0-(207)952-3801
Deborah Romero	5-(938)767-7908
Norma Marshall	4-(818)315-0995
Bonnie Davis	9-(542)889-6349
Brenda Berry	6-(451)526-7907
Kathleen Carpenter	0-(549)636-8010
Kelly Mccoy	1-(541)046-3561
Martha Stanley	0-(509)629-3716
Amanda Perkins	7-(296)156-1994
Rebecca Edwards	5-(283)485-0709
Janet Ward	4-(827)935-0383
Ruth Dean	1-(260)175-4160
Susan Ray	6-(443)571-5133
Frances Berry	4-(145)585-5325
Janice Richards	4-(666)348-0980
Donna Daniels	6-(681)419-4116
Kathy Hunter	9-(813)321-1333
Katherine Jacobs	1-(407)903-0791
Joan Rose	0-(929)926-2725
Jennifer Ryan	4-(186)955-8950
Louise Riley	9-(774)034-4841
Cheryl Wood	7-(445)548-2567
Doris Ferguson	4-(771)485-0711
Angela Ortiz	9-(502)836-6872
Lisa Frazier	1-(308)328-8256
Dorothy Dean	8-(007)176-1235
Denise Black	4-(988)925-2262
Nicole Coleman	7-(505)826-0956
Helen Mccoy	8-(394)758-4299
Judy Medina	4-(766)517-7884
Betty Johnson	2-(002)197-4258
Theresa Flores	2-(967)148-2954
Marie Stephens	1-(378)227-8862
Annie Reynolds	4-(132)216-4072
Ann Morrison	8-(482)356-8501
Tammy Patterson	8-(049)696-0778
Christine Ryan	1-(098)839-1228
Rachel Chapman	7-(374)449-0954
