Marilyn Hayes	6-(540)865-2507
Catherine Larson	6-(174)852-0401
Cheryl Thompson	5-(204)352-3142
Judy Howell	5-(635)369-2674
Rose Dixon	2-(613)753-6809
Stephanie Greene	6-(821)384-9845
Carol Roberts	3-(597)716-3437
Brenda Kelley	0-(726)033-0143
Anna Robertson	5-(052)857-0676
Debra Martin	6-(349)725-1623
Heather Bell	7-(838)931-8176
Rose Thompson	7-(937)053-3920
Judith Carroll	1-(053)065-7010
Alice Freeman	2-(825)448-5771
Theresa Cole	4-(835)446-9881
Nicole Russell	8-(717)195-2391
Kathy Black	2-(488)609-5688
Diane Bell	6-(003)821-1071
Emily Carroll	0-(421)894-1524
Kimberly Lane	4-(356)621-1772
Andrea Fox	9-(642)924-9839
Kimberly Campbell	1-(439)198-5822
Stephanie Mills	4-(909)101-0981
Heather Johnston	0-(967)480-1356
Shirley Mccoy	7-(206)504-2238
Annie Black	4-(226)548-0452
Nancy Shaw	5-(578)978-7820
Donna Anderson	1-(788)964-5873
Paula Nguyen	3-(708)768-0389
Anne Cooper	6-(237)007-0971
Donna Harper	9-(217)256-2506
Jean Nelson	0-(151)368-6767
Michelle Green	8-(424)688-0822
Phyllis Ramos	8-(884)658-0197
Judith Cunningham	2-(479)434-7619
Maria Lewis	2-(915)401-0709
Janet Ellis	6-(449)698-4217
Wanda Miller	9-(023)293-1324
Theresa Gray	5-(524)160-4680
Maria Cole	9-(039)697-3871
Stephanie Richardson	6-(712)151-7309
Angela Gray	8-(455)185-6827
Angela Gonzalez	9-(946)983-3626
Kathy Carpenter	2-(058)856-1238
Irene Matthews	8-(730)559-2558
Ruth Simmons	3-(543)827-3856
Beverly Greene	4-(547)601-9057
Kathleen Baker	1-(845)735-4204
Barbara Frazier	7-(619)962-1314
Denise Hart	4-(826)394-9019
Anne Shaw	7-(451)979-3459
Jessica Greene	0-(963)280-6878
Jacqueline Stephens	4-(819)486-7492
Jane Nguyen	8-(140)026-5808
Nicole Torres	5-(703)319-4197
Diane Smith	8-(159)587-4941
Lisa Payne	9-(549)807-8781
Judy Scott	7-(791)879-0207
Evelyn Warren	7-(683)837-0557
Jane Arnold	2-(522)770-3998
Michelle Evans	8-(451)199-6893
Evelyn Dean	5-(207)322-1877
Evelyn Larson	3-(426)946-1263
Gloria Gray	0-(264)202-7834
Linda Roberts	2-(352)056-1822
Donna Jackson	3-(273)162-4968
Mary Pierce	7-(600)019-0641
Amanda Price	1-(528)013-8897
Doris Thomas	5-(668)954-5044
Irene George	5-(981)458-6153
Ashley Larson	5-(487)971-5781
Catherine Harris	6-(387)102-7620
Bonnie Foster	6-(157)729-0656
Catherine Harvey	2-(216)756-8269
Nicole Jackson	9-(449)441-8500
Alice Burns	2-(658)461-5370
Cheryl Rivera	2-(991)873-8598
Julia Bradley	0-(196)229-9803
Lillian King	7-(521)126-8454
Christina Hamilton	6-(469)634-2832
Frances Lynch	0-(815)977-3193
Teresa Weaver	2-(091)452-9942
Brenda Washington	6-(517)879-6741
Amy Berry	8-(882)350-2353
Emily Bell	9-(025)687-6715
Deborah Long	0-(218)748-6951
Anne Reynolds	4-(339)934-9323
Linda Medina	3-(823)338-5725
Joyce Hunt	9-(378)788-0848
Bonnie Wheeler	9-(134)523-3206
Judith Hawkins	8-(206)430-6040
Theresa Thompson	3-(410)920-4452
Phyllis Romero	5-(969)699-1600
Christine Turner	2-(972)728-1775
Bonnie Shaw	6-(071)050-9834
Margaret Grant	6-(782)936-1028
Janet Griffin	1-(923)267-8654
Jacqueline Perez	4-(228)387-7160
Jacqueline Hunt	6-(187)019-8145
Doris Fox	2-(073)937-6871
Wanda Brown	2-(371)866-8228
Nicole Powell	4-(364)108-2754
Christine Graham	5-(686)412-1013
Linda Chapman	8-(693)995-8520
Angela Roberts	5-(530)248-3528
Wanda Hart	1-(609)641-1213
Tammy George	1-(341)386-2549
Rachel Hunter	3-(827)109-0382
Lori Ruiz	8-(875)835-1919
Lisa Berry	1-(120)331-9623
Denise Garcia	1-(708)295-7814
Kimberly Simmons	3-(755)999-5869
Wanda Harvey	5-(780)282-7738
Laura Mills	4-(607)842-8524
Julia Black	6-(912)330-3597
Phyllis George	8-(316)249-3846
Robin Sanders	6-(420)988-9531
Joan Bryant	8-(103)759-2903
Karen Berry	8-(872)192-9498
Amanda Medina	5-(168)781-0542
Louise Butler	4-(071)995-6844
Joan Austin	4-(598)155-0533
Janice Garrett	0-(396)730-1174
Phyllis Robinson	5-(203)311-3886
Lillian Warren	5-(938)072-9091
Jane Carr	1-(070)955-9538
Ruth Bowman	3-(718)913-1367
Alice Schmidt	0-(485)534-9334
Marie Stone	7-(455)288-8964
Julia Romero	5-(157)878-4801
Ruby Hayes	8-(075)121-5632
Brenda Burke	6-(267)037-5715
Julie Webb	3-(166)822-1917
Diana Edwards	4-(644)387-8586
Judy Hill	8-(281)940-6972
Beverly Moore	5-(439)740-9540
Linda Burton	1-(898)776-9354
Heather Reyes	4-(743)740-0282
Janice Young	5-(187)072-2445
Judy Martinez	2-(338)729-9607
Ann Black	4-(246)083-7052
Kimberly Hansen	6-(820)671-4849
Jane Bradley	0-(479)734-3661
Julia Jackson	2-(517)750-5020
Doris Stewart	7-(614)218-6958
Betty Berry	3-(784)669-2729
Amanda Butler	7-(965)129-7317
Mary Hunter	7-(885)477-2952
Annie Rice	4-(412)876-3179
Bonnie Black	4-(276)242-8235
Cheryl Murray	9-(699)973-8497
Kelly Gutierrez	4-(288)443-6335
Sharon Harrison	0-(298)668-8081
Sandra Mccoy	7-(503)831-5249
Mildred Hernandez	9-(230)583-5051
Paula Medina	6-(442)162-5952
Irene Tucker	9-(842)152-3226
Pamela Clark	8-(597)071-1385
Marie Bradley	2-(600)016-8740
Sandra Patterson	0-(930)752-4477
Sharon Sanchez	6-(217)553-2013
Sara Morris	8-(443)413-9991
Nancy Burton	1-(698)922-8529
Evelyn Nelson	2-(799)590-6299
Rachel Mitchell	4-(397)346-1026
Sandra Nichols	7-(265)554-4840
Rebecca Cruz	4-(792)329-5407
Judith Graham	2-(295)495-3394
Carol Edwards	4-(219)849-0898
Elizabeth Simmons	8-(203)693-4227
Christine Evans	7-(881)865-2516
Mary Wallace	2-(989)639-9095
Judith Diaz	9-(111)488-0198
Joyce Edwards	8-(819)932-2275
Beverly Tucker	8-(810)531-0407
Evelyn Jacobs	4-(204)322-2282
Teresa Lewis	0-(067)355-6409
Jacqueline Knight	7-(216)014-1767
Melissa Armstrong	2-(786)496-2357
Amanda Morales	2-(506)236-5224
Marilyn Dunn	6-(959)458-6179
Karen Lewis	0-(918)982-3145
Lillian Austin	0-(976)928-3647
Ashley Fisher	8-(185)726-1971
Phyllis Ortiz	5-(616)819-2530
Ruby Martinez	0-(263)420-5598
Virginia Hayes	4-(429)238-5345
Bonnie Berry	0-(730)054-9745
Katherine Fox	8-(524)557-7227
Martha Hicks	8-(978)562-6025
Beverly Martin	3-(406)703-3874
Jacqueline Hudson	5-(633)286-3754
Teresa Stone	5-(617)908-9292
Karen Wilson	0-(044)896-0472
Judith Mendoza	3-(762)145-0277
Phyllis Oliver	9-(843)137-7312
Karen Stewart	2-(397)667-6339
Judy Patterson	8-(429)265-8856
Amy Griffin	7-(351)699-6624
Ashley Ellis	3-(418)093-5670
Kelly Hanson	0-(554)686-6803
Bonnie Chavez	0-(696)655-8522
Catherine Ward	4-(334)518-3612
Gloria Morales	0-(314)732-0799
Robin Thomas	5-(894)114-8405
Emily Edwards	4-(220)893-8976
Anna Sanders	6-(111)961-6422
Tammy Henderson	2-(569)451-5659
Marie Garza	9-(011)577-9727
Frances White	1-(357)615-5372
Margaret Powell	0-(051)809-0876
Donna Day	8-(062)408-9637
Cheryl Warren	7-(911)702-3008
Marilyn Alexander	8-(977)466-5840
Judith Cook	2-(470)047-5830
Linda Lewis	8-(980)464-8847
Lori Carroll	7-(383)240-4781
Teresa Chapman	2-(307)767-1636
Kathy Ramos	0-(790)938-8769
Sharon Scott	6-(761)337-4789
Heather Ross	5-(778)466-4574
Karen Nichols	8-(466)819-7697
Sara Lopez	5-(291)933-8328
Rebecca George	1-(095)643-9402
Rebecca Howard	2-(939)304-9738
Denise Wheeler	4-(130)329-3939
Gloria Kim	4-(064)398-6627
Jean Tucker	6-(159)597-5515
Donna Hudson	0-(544)440-4281
Nicole Hall	5-(396)556-8760
Marilyn Gray	0-(375)900-4465
Jane Reynolds	1-(661)991-0498
Anna Payne	7-(324)978-6960
Frances Perez	1-(980)952-4269
Anna Vasquez	2-(758)872-6924
Laura Foster	4-(225)080-6977
Amanda West	4-(768)135-5641
Diane Murray	7-(958)331-6915
Linda Powell	1-(312)686-3412
Rebecca Moore	3-(838)743-8568
Carol Warren	8-(892)114-3865
Betty Morris	6-(489)842-3551
Katherine Harper	1-(555)134-1743
Frances Cox	7-(294)621-1814
Denise Russell	8-(562)224-2114
Jane Mitchell	1-(542)806-9072
Lisa Tucker	3-(195)924-4599
Bonnie Hill	2-(559)396-8571
Marilyn Knight	6-(307)940-8840
Christine Jordan	8-(379)000-9485
Robin Peters	8-(149)024-2221
Robin Hart	5-(217)830-6731
Diane Ellis	5-(898)796-3975
Emily King	3-(443)704-2378
Jane Hernandez	2-(788)589-3745
Barbara Morgan	1-(371)502-4293
Kimberly Simpson	6-(018)645-3873
Cheryl Henry	1-(710)286-0726
Sarah Jenkins	2-(679)041-6833
Shirley Hunter	1-(897)877-7643
Jane Hill	8-(591)475-2948
Margaret Snyder	9-(554)781-8185
Linda Gilbert	8-(701)529-2065
Andrea Ford	2-(450)588-1276
Lillian Dixon	4-(002)325-7943
Theresa Ward	4-(959)897-7432
Martha Kelley	8-(959)619-3582
Carol Henderson	7-(056)861-0761
Dorothy Hanson	1-(686)610-8391
Kelly Alexander	9-(915)425-5392
Barbara Martin	0-(479)578-5794
Linda Ward	2-(630)350-6547
Teresa Fox	5-(824)662-3910
Katherine Bailey	2-(847)301-5277
Susan Reed	0-(459)235-5513
Irene Fields	8-(422)764-2886
Nicole Graham	5-(853)387-8928
Cheryl Carroll	2-(652)077-4655
Janice Hughes	8-(897)244-1269
Bonnie Duncan	3-(777)334-2065
Janet Stanley	4-(284)659-4806
Phyllis Welch	2-(315)153-8332
Joan Hart	3-(278)072-5513
Beverly Henderson	5-(831)854-2206
Judith Duncan	1-(407)145-3876
Sharon Mitchell	6-(503)040-3617
Rose Mendoza	2-(404)300-2876
Tina Hawkins	3-(380)891-7450
Tina Morrison	7-(549)149-3317
Patricia Hicks	5-(380)780-5832
Anne Burns	9-(833)758-3487
Doris Payne	2-(631)802-5546
Jessica Day	3-(091)386-8169
Norma Thomas	8-(529)211-4097
Patricia Willis	9-(825)857-0320
Melissa Edwards	0-(899)781-7386
Evelyn Olson	9-(945)203-0774
Betty Burke	7-(898)398-9567
Martha Sanchez	6-(459)394-9839
Kelly Sanchez	0-(086)748-5118
Melissa Barnes	5-(479)533-3625
Kelly Sullivan	6-(219)365-7880
Emily Gray	0-(243)357-4252
Amy Banks	9-(508)346-8799
Evelyn Boyd	3-(191)884-6840
Kathy Peters	9-(312)431-7498
Linda Hudson	9-(471)981-7202
Lisa Morales	5-(542)958-6341
Rachel Spencer	3-(560)390-2852
Anna Greene	5-(369)823-6733
Kathy Chavez	1-(981)273-8839
Elizabeth Allen	0-(704)954-7228
Michelle Watson	5-(191)192-3016
Nancy Gilbert	0-(749)107-6459
Catherine Gardner	3-(832)890-5506
Frances Ramos	3-(940)246-2016
Sarah Hicks	9-(667)604-7129
Norma Hill	0-(886)525-5730
Beverly Arnold	4-(869)294-9271
Elizabeth Gilbert	1-(668)841-7431
Linda Perry	0-(345)644-2728
Heather Perry	9-(968)658-5817
Sharon Jackson	3-(606)464-9942
Tammy Carpenter	2-(422)227-5140
Bonnie Hunter	2-(067)029-9465
Rose Stevens	9-(198)886-8844
Stephanie Diaz	5-(205)227-7362
Tammy Nelson	4-(750)782-0721
Doris Robinson	5-(230)003-1994
Sandra Diaz	3-(339)061-7107
Maria Hunter	5-(089)699-9450
Bonnie Patterson	3-(549)358-6987
Rachel Simpson	3-(839)548-8137
Theresa Stone	0-(330)550-4105
Ann Frazier	0-(562)362-0696
Lisa Walker	2-(412)957-5737
Janice Burke	6-(537)873-8552
Brenda Larson	1-(028)765-9508
Sharon Mason	4-(858)511-4598
Cynthia Stanley	6-(719)439-9616
Jacqueline Crawford	0-(198)842-9391
Gloria Stanley	2-(535)312-8758
Jennifer Henderson	0-(797)156-9356
Rebecca Reed	2-(184)265-3281
Emily Kelly	0-(231)044-3562
Rachel Kelley	1-(216)403-9744
Cheryl Matthews	5-(365)778-5188
Norma Parker	2-(516)006-1459
Carolyn Oliver	4-(803)282-7565
Deborah Clark	3-(403)561-1189
Patricia Williamson	5-(034)249-5849
Katherine Walker	7-(141)863-8443
Anne Woods	5-(338)204-1747
Paula Rogers	6-(898)925-5793
Helen Reyes	6-(406)648-7480
Carolyn Wagner	1-(154)362-8240
Cynthia Moreno	3-(388)966-6370
Jean Shaw	8-(038)194-7933
Cheryl Matthews	3-(633)647-9047
Ashley Wright	7-(610)651-2282
Brenda Jordan	0-(807)254-6580
Margaret Berry	0-(682)137-5603
Jennifer Gordon	5-(179)999-8487
Martha Young	4-(517)823-4397
Gloria Mitchell	9-(705)472-4510
Frances Powell	1-(965)824-2716
Kelly Bryant	6-(578)744-6343
Judy Gilbert	2-(881)980-0335
Teresa Marshall	1-(265)870-7361
Alice Sims	2-(501)641-6971
Bonnie Fernandez	1-(861)270-4988
Jessica Long	9-(106)775-0596
Ruby Gray	2-(873)638-1990
Laura Watkins	8-(029)041-1541
Norma Ward	8-(963)723-8344
Louise White	4-(222)274-3012
Ruth Alvarez	1-(376)769-8206
Linda Bishop	6-(575)396-2999
Elizabeth Dixon	4-(841)686-7243
Anna Mccoy	5-(211)360-0738
Anne Jacobs	1-(798)548-6537
Janice Roberts	4-(741)978-4960
Andrea Griffin	2-(258)634-4163
Heather Johnson	2-(970)854-7218
Irene Bryant	5-(348)757-8519
Betty Peterson	2-(048)716-1700
Diana Turner	5-(092)665-4487
Gloria Baker	6-(180)054-0828
Maria Stanley	4-(066)890-4761
Pamela Ruiz	1-(204)459-7547
Shirley Sullivan	2-(090)302-8673
Kelly Medina	5-(251)289-9734
Ruby Taylor	9-(526)874-4350
Amy Simmons	1-(543)418-2927
Ruth Diaz	3-(434)357-4867
Catherine Gordon	4-(830)940-0451
Diane Hanson	2-(787)555-5943
Helen Simpson	1-(036)611-5105
Jessica Garza	2-(030)755-0001
Margaret Dunn	7-(089)660-9420
Tina Montgomery	5-(015)947-7918
Andrea Garcia	7-(882)493-6669
Jean Alexander	0-(970)902-6481
Annie Wheeler	7-(248)750-6155
Helen Myers	2-(454)641-2066
Debra Perez	4-(252)501-8323
Linda Marshall	7-(310)071-9160
Jessica Garcia	4-(423)644-0925
Janice Coleman	6-(307)130-9019
Katherine Matthews	7-(017)569-3090
Lois Stewart	2-(276)180-5352
Debra Rivera	5-(359)742-4843
Susan Carroll	2-(036)215-0331
Ruby Freeman	2-(263)847-3683
Phyllis Long	6-(311)854-8211
Susan Woods	8-(683)720-2883
Elizabeth Ray	2-(620)774-6091
Katherine Ruiz	3-(617)000-7031
Sarah Peterson	1-(909)026-3881
Sandra Hart	0-(008)353-4423
Beverly Torres	2-(860)889-4282
Brenda Olson	1-(184)683-9512
Rose Sanders	4-(823)504-3581
Evelyn Gutierrez	3-(987)799-2880
Sandra Wagner	0-(607)373-3144
Rose Fields	3-(600)537-1081
Carol Carpenter	8-(135)975-7974
Ashley Mitchell	3-(350)039-5573
Carolyn Hicks	4-(839)543-2024
Jane Gibson	9-(778)352-2276
Christina Griffin	9-(709)671-6117
Rebecca Lynch	7-(444)603-0545
Frances Fuller	4-(789)629-9257
Janice Miller	7-(572)326-4161
Rebecca Coleman	7-(192)415-7982
Frances Gardner	4-(720)310-4790
Rachel Simmons	4-(485)061-2801
Shirley Hawkins	1-(721)579-5563
Theresa Lewis	3-(415)674-5957
Lisa Shaw	7-(495)331-7316
Anna Washington	7-(651)585-1371
Joyce Romero	4-(814)683-8352
Heather Dunn	5-(919)573-6222
Katherine Hanson	2-(288)405-7707
Sandra Boyd	3-(545)075-1987
Ruby Reynolds	6-(948)115-2210
Amy Chapman	9-(384)211-0273
Rose Ryan	3-(378)006-8599
Theresa Lopez	9-(698)973-9857
Sharon Davis	6-(910)457-0314
Sharon Turner	9-(899)247-1405
Christine Ruiz	4-(721)165-9209
Paula Sanchez	8-(513)674-0787
Virginia Ray	3-(302)491-0271
Christine Sanchez	8-(760)154-1222
Sharon Romero	3-(678)004-7303
Jacqueline Reynolds	3-(005)588-4548
Andrea Sims	9-(964)038-4801
Katherine Parker	2-(069)206-2022
Helen Montgomery	3-(346)288-4525
Judy James	3-(584)161-0443
Alice Bradley	6-(942)371-4868
Doris Evans	7-(116)888-2918
Beverly Howard	1-(088)523-0676
Julia Gutierrez	9-(374)213-2204
Tina Stanley	8-(688)978-5317
Diana Sims	8-(217)157-0102
Marie Thomas	3-(092)999-9324
Betty Graham	1-(270)909-0893
Cheryl Allen	9-(710)958-4741
Denise Burke	7-(232)032-7115
Anne Rice	0-(660)292-9229
Margaret Price	4-(224)683-5367
Judith Parker	8-(575)546-2854
Jessica Harris	1-(803)432-8358
Diane Wright	8-(093)516-2969
Patricia Spencer	2-(180)539-5563
Deborah Watkins	6-(451)301-0092
Pamela White	7-(705)397-7868
Emily Hawkins	8-(931)168-2106
Paula Hudson	0-(244)570-2731
Ruth Porter	0-(061)280-7408
Kathryn Harris	9-(351)552-2242
Dorothy Kim	7-(669)953-9433
Patricia Gardner	4-(719)950-6813
Janice Ward	3-(861)595-8926
Catherine Ferguson	6-(615)662-4529
Diane Riley	0-(735)911-0316
Rose Medina	9-(865)988-1957
Sara Hamilton	7-(484)159-5738
Laura Burke	7-(303)178-9929
Cynthia Ramos	5-(261)582-0277
Nicole Hart	6-(204)560-7246
Bonnie Vasquez	9-(111)639-9868
Kathy Mason	8-(159)059-1499
Doris Williamson	5-(627)431-2170
Joan Richards	0-(881)671-4612
Paula Ward	4-(397)139-8360
Marilyn Larson	4-(416)830-1124
Ashley Hughes	8-(234)297-2115
Amanda Hill	9-(440)862-5899
Jessica Mason	9-(570)469-7951
Rebecca Hall	8-(658)184-2127
Christine Carroll	5-(989)946-1347
Ruby Martin	0-(244)949-0473
Brenda Hamilton	8-(506)676-4737
Louise Wells	1-(523)765-1105
Andrea Spencer	1-(098)265-3988
Denise Garza	4-(343)329-2600
Doris Lawson	3-(933)403-1507
Bonnie Garcia	9-(446)616-7763
Kathryn Moore	2-(205)386-7986
Mildred Evans	9-(729)357-1804
Jessica Taylor	4-(931)766-2755
Evelyn Watson	8-(392)917-5455
Annie Franklin	4-(365)795-6723
Lisa Stone	9-(973)022-4020
Jessica Harper	5-(615)713-2654
Shirley Burke	4-(152)855-4054
Carolyn Franklin	8-(014)769-8798
Katherine Castillo	7-(729)029-3098
Betty Watson	7-(932)046-4736
Norma Smith	6-(345)445-2703
Paula Alexander	1-(585)245-3813
Julie Marshall	7-(053)536-4144
Andrea Morgan	2-(014)862-6822
Kimberly Burton	1-(300)423-3823
Barbara Roberts	2-(349)469-4643
Jennifer Fox	3-(538)710-2991
Sarah Gutierrez	0-(827)886-2327
Mary Mills	3-(498)192-9349
Wanda Ryan	5-(391)148-5511
Tammy White	0-(813)124-2190
Lisa Moore	9-(450)568-8677
Melissa Burke	2-(044)255-7664
Sandra Greene	7-(180)979-0086
Kathryn Hughes	6-(800)508-9065
Paula Hanson	7-(991)803-5849
Kathryn Jacobs	2-(175)841-9851
Nicole Coleman	7-(394)580-3513
Lillian Snyder	6-(503)064-6491
Tammy Hanson	1-(508)480-9388
Linda Burke	0-(083)528-0423
Lois Gonzalez	3-(488)986-1540
Maria Fisher	6-(172)267-2694
Laura Morgan	2-(011)438-5945
Sara Woods	2-(236)308-9025
Bonnie Murray	2-(582)271-9916
Sara Foster	2-(892)533-2305
Diana Franklin	2-(649)765-5559
Michelle Rice	8-(158)141-0307
Lisa Hernandez	9-(406)904-8332
Doris Hansen	7-(637)615-9193
Sarah Dean	9-(173)159-7842
Cheryl Harper	5-(632)213-6647
Karen Ramos	7-(364)338-6293
Sharon Cunningham	1-(835)007-9871
Debra Wagner	4-(712)880-1175
Michelle Campbell	8-(838)524-1870
Paula Welch	0-(552)046-3688
Kathryn Stevens	5-(991)257-1416
Elizabeth Oliver	5-(543)566-4545
Jacqueline Watson	7-(961)842-9349
Paula Coleman	1-(311)997-6249
Shirley Morales	9-(935)293-1973
Carolyn Powell	8-(251)094-3804
Shirley Allen	5-(909)251-3993
Helen Evans	6-(560)525-3798
Heather Moreno	3-(441)284-7555
Donna Mcdonald	6-(562)354-3849
Sandra Chapman	8-(327)704-7149
Sarah Nguyen	5-(927)092-4501
Julie Gardner	0-(164)235-0160
Kimberly Snyder	8-(972)515-2032
Melissa Ruiz	9-(397)201-8053
Rebecca Fox	4-(532)590-3848
Melissa Clark	1-(821)822-1322
Deborah Sims	7-(381)377-3420
Joan Harper	2-(251)549-7567
Evelyn Myers	2-(136)049-5981
Annie Gutierrez	1-(842)163-0679
Irene Ramos	6-(005)534-3239
Linda Perez	2-(285)230-0166
Deborah Hansen	7-(634)314-6003
Linda Butler	5-(608)397-1806
Catherine Johnson	1-(119)270-8327
Alice Gutierrez	1-(798)005-0793
Ruth Stone	5-(309)738-7090
Donna Hawkins	7-(519)019-7223
Amy Wells	5-(974)185-1761
Kathryn Carpenter	2-(658)709-2571
Nancy Larson	7-(307)171-5455
Ruby Medina	8-(341)768-4261
Kimberly Taylor	8-(748)631-8127
Sandra Jones	2-(850)785-3392
Ann Duncan	8-(371)534-8588
Denise Wright	7-(679)364-1674
Katherine Reyes	3-(778)136-2976
Deborah Roberts	7-(760)833-2772
Mildred Cole	5-(212)015-0188
Kimberly Ramos	7-(375)987-1790
Wayne Wright	9-(824)629-3055
Julie Peters	5-(934)568-0940
Jessica Morgan	7-(948)749-9761
Denise Phillips	4-(448)625-2186
Diana Hudson	7-(893)491-2441
Julia Cruz	1-(610)006-1527
Linda Shaw	1-(876)783-5663
Annie Collins	0-(690)851-0503
Gloria Carpenter	5-(393)684-0222
Kathryn Payne	3-(942)841-2354
Melissa Thomas	7-(700)865-6544
Janice Garza	4-(462)096-3036
Deborah Smith	5-(503)904-1282
Rachel Henry	6-(502)221-8525
Lois Ellis	8-(387)825-2725
Martha Larson	2-(792)074-0487
Christina Duncan	0-(979)294-0983
Joyce Diaz	2-(743)306-8590
Martha Larson	3-(204)455-8876
Linda Ruiz	4-(434)653-1224
Denise Cole	8-(111)867-5731
Rebecca Myers	3-(647)988-5112
Janice Kennedy	0-(367)617-0983
Evelyn Morrison	1-(776)623-7087
Karen Gray	8-(029)665-5155
Margaret Hart	2-(472)317-8037
Tina Ruiz	5-(628)887-2040
Pamela Olson	9-(015)204-4970
Judy Ellis	4-(536)327-4664
Sarah Turner	7-(387)578-0966
Joyce Banks	5-(898)323-4943
Diana Stevens	4-(986)610-1604
Judy Dunn	0-(547)506-6830
Carolyn Willis	6-(989)907-1075
Patricia Cunningham	2-(208)119-0458
Andrea Hayes	2-(995)139-5932
Catherine Tucker	0-(757)884-5560
Sharon Morgan	3-(008)303-6135
Joan Brown	5-(380)627-4742
Kimberly Wagner	2-(914)629-0318
Jacqueline Dunn	6-(242)865-6403
Anne Ross	6-(219)044-4748
Tina Hunter	9-(339)272-0383
Janet Fox	0-(686)403-1348
Karen Powell	8-(985)080-8074
Sharon Weaver	9-(773)742-0161
Kimberly Greene	0-(516)291-7131
Lisa Austin	2-(340)766-5145
Ruth Hart	3-(801)220-1955
Jean Martinez	4-(370)958-0621
Elizabeth White	5-(692)955-1047
Deborah Porter	2-(767)513-0218
Irene Bell	5-(060)679-2593
Lois Gilbert	2-(824)340-6031
Virginia Howell	7-(282)385-4209
Virginia Walker	4-(244)477-8443
Kelly Lawrence	3-(086)333-9171
Teresa Lee	4-(858)544-6854
Marilyn Fisher	9-(042)135-0293
Lisa Austin	7-(091)971-1157
Gloria Hughes	2-(983)317-3061
Angela Lynch	6-(517)615-8647
Norma Jackson	8-(492)582-9606
Deborah Castillo	5-(492)805-6821
Diane Fields	1-(954)367-4254
Shirley Tucker	6-(806)002-6735
Joan Thompson	6-(619)137-7021
Marie Berry	7-(949)774-2585
Phyllis Carpenter	0-(133)615-0291
Betty Flores	5-(617)822-4654
Mildred Cole	3-(935)639-4773
Rachel Hernandez	1-(819)164-6104
Carol Stevens	7-(469)353-3778
Elizabeth Gordon	5-(741)143-8594
Jacqueline Knight	7-(848)127-1038
Carol White	4-(151)628-5552
Judith Stewart	6-(439)072-7413
Margaret Olson	4-(931)740-3520
Anne Rose	8-(501)699-9115
Sara Turner	9-(633)759-7344
Joan Willis	9-(374)052-8866
Teresa Lawrence	9-(107)042-2927
Heather Price	7-(430)072-2451
Rose Price	0-(089)447-0200
Sara Morales	9-(787)071-0294
Margaret Evans	7-(738)219-1518
Sara Gordon	2-(798)165-4394
Carolyn Bradley	6-(854)509-4679
Lisa Collins	8-(328)521-1025
Mildred Martin	7-(811)329-7614
Annie Austin	5-(623)781-9969
Denise Meyer	3-(587)721-2554
Jean Richardson	2-(657)102-6352
Barbara Ryan	0-(351)525-8297
Ann Armstrong	3-(696)118-6297
Nancy Carr	5-(179)127-0903
Christine Gardner	2-(046)893-5067
Kelly Hunter	4-(407)067-0157
Shirley Gray	4-(657)820-0818
Gloria Greene	9-(862)516-0756
Ruth Franklin	4-(084)993-0396
Pamela Gilbert	7-(479)613-8260
Bonnie Grant	2-(160)915-4988
Kathy Ferguson	2-(627)875-3705
Norma Pierce	1-(669)103-9744
Annie Fields	7-(658)123-3083
Emily Crawford	6-(865)947-4054
Diana Hudson	8-(383)823-0415
Debra Hart	9-(495)858-9704
Dorothy Martinez	8-(689)045-0491
Deborah Barnes	1-(348)683-9151
Betty Evans	1-(587)327-2382
Helen Harper	3-(757)505-9503
Michelle Nichols	2-(186)765-2883
Jacqueline Owens	3-(519)323-8356
Sharon George	2-(091)375-6973
Emily Ellis	4-(984)808-6550
Nicole Watson	1-(531)712-6932
Linda Palmer	1-(021)407-7950
Joyce James	1-(367)752-9198
Sharon George	1-(199)755-6608
Cheryl Willis	8-(248)513-4143
Rose Nguyen	5-(499)018-3941
Paula Cox	7-(267)114-3868
Kathy Bryant	0-(020)630-5837
Julie Hawkins	4-(717)383-8219
Judith Stanley	0-(603)009-0631
Evelyn Jordan	9-(223)945-2983
Joan Little	8-(874)736-4396
Paula Carpenter	2-(309)544-2518
Betty Willis	4-(260)336-3080
Emily Burke	1-(560)255-9193
Joyce Young	1-(335)070-6267
Annie Myers	8-(578)843-8048
Amanda Boyd	6-(587)547-9284
Lori Kelley	3-(113)724-5398
Laura Day	6-(113)990-2991
Theresa Mitchell	9-(729)223-3670
Joan Snyder	2-(667)879-8150
Rachel Johnson	2-(528)054-2638
Sarah Gutierrez	3-(141)331-9121
Emily Berry	7-(448)139-6075
Joan Murphy	9-(166)495-6840
Mildred Boyd	8-(976)354-9199
Stephanie Day	7-(357)325-8033
Linda Gilbert	3-(109)117-1047
Nancy Pierce	1-(909)100-0785
