Karen Peters	0-(138)071-3364
Martha Gardner	1-(606)204-4570
Karen Edwards	2-(259)233-4897
Mary Reynolds	3-(117)490-7191
Patricia Graham	6-(176)746-7573
Catherine Russell	9-(003)129-1791
Kathleen Rogers	0-(052)188-3005
Debra Ward	8-(886)728-7000
Melissa Hansen	7-(329)971-6814
Denise Snyder	1-(942)537-5840
Norma Scott	7-(287)784-9642
Barbara Rogers	5-(040)656-3941
Deborah Johnson	1-(602)452-3117
Bonnie Torres	6-(134)323-9016
Helen Gonzalez	2-(670)417-0302
Deborah Torres	2-(257)480-3553
Ann Fowler	6-(195)221-7269
Melissa Welch	0-(084)680-0030
Deborah Bowman	0-(868)870-0894
Betty Brown	0-(780)378-5914
Diane Green	1-(964)133-8581
Nancy Wheeler	4-(989)314-9604
Jean Cunningham	3-(986)058-4701
Marilyn Murray	9-(446)884-4119
Angela Williamson	9-(664)759-6157
Patricia Graham	3-(302)682-5776
Catherine Fernandez	5-(353)610-4419
Emily Lawson	9-(665)658-0908
Andrea Gomez	6-(075)761-3644
Paula Frazier	7-(464)166-4119
Nicole Griffin	9-(962)184-1410
Anne Banks	0-(242)048-8085
Julia Hughes	2-(837)792-0385
Nancy Watkins	9-(190)439-6900
Linda White	1-(588)414-1356
Dorothy Cox	7-(210)776-3780
Mildred Welch	2-(278)952-0066
Kathleen Willis	4-(630)865-1827
Evelyn Harper	7-(563)972-1945
Margaret Turner	2-(800)857-1221
Brenda Harrison	5-(758)006-5944
Virginia Snyder	2-(740)644-7451
Denise Welch	9-(715)727-4476
Mary Matthews	7-(084)275-8741
Amy Cox	7-(755)489-9964
Rachel Harrison	3-(181)711-2189
Frances Simmons	0-(873)175-9315
Ann Nguyen	2-(891)411-4975
Rachel Moore	0-(328)920-9696
Emily Hall	1-(274)832-3192
Cheryl Crawford	9-(435)911-3228
Kimberly Ortiz	0-(055)607-2001
Sandra Snyder	5-(335)690-1412
Stephanie Matthews	2-(971)587-0620
Judy Allen	6-(871)705-9566
Sharon Cruz	9-(628)755-8194
Wanda Freeman	7-(245)147-5183
Kelly Martin	7-(181)631-5302
Rebecca West	4-(992)062-9816
Melissa Payne	9-(507)549-9749
Laura Wagner	3-(018)196-6410
Cheryl Lawson	8-(203)094-8627
Jessica Johnson	2-(751)026-5388
Sandra Wood	3-(728)000-7408
Ruth Harris	0-(871)369-3112
Kathy Snyder	9-(004)195-8922
Gloria Brown	3-(010)796-5853
Katherine Gomez	5-(700)766-5055
Judy Sullivan	8-(015)785-7423
Jessica Johnston	0-(247)288-6609
Jacqueline Turner	7-(674)235-4189
Alice Castillo	4-(328)022-3284
Norma Wallace	7-(921)947-3399
Amanda Weaver	9-(190)916-8556
Jessica Schmidt	5-(314)289-9341
Sharon Butler	1-(043)598-4233
Jennifer Wilson	1-(947)396-8381
Joan Shaw	2-(513)467-3026
Jessica Perez	0-(237)402-5515
Ruth Stanley	8-(123)587-4506
Carol Richards	5-(287)844-5693
Sandra Willis	3-(612)757-8221
Jessica Stephens	8-(719)641-1476
Barbara Reid	5-(503)036-5189
Kelly Little	0-(671)760-3830
Wanda Fox	2-(304)771-6589
Helen Allen	9-(171)813-9058
Ann Gutierrez	8-(396)190-4124
Judy Butler	2-(556)607-7028
Martha Harris	7-(553)959-0616
Bonnie Bradley	6-(560)975-4920
Andrea Medina	5-(937)972-3202
Lisa Wells	5-(373)512-8058
Marilyn Kim	6-(134)889-3204
Sarah Bradley	9-(468)337-7823
Melissa Jacobs	0-(906)699-7754
Nicole Burns	1-(646)372-3192
Angela Castillo	4-(485)448-4898
Norma Fuller	3-(509)988-6360
Irene Green	5-(226)379-3629
Sandra Ross	0-(703)753-6213
Cheryl Crawford	6-(049)798-7669
Pamela Allen	8-(555)187-4235
Andrea Montgomery	3-(305)614-1869
Kimberly Reed	1-(027)198-5005
Patricia Perkins	5-(867)097-5442
Katherine Black	2-(012)595-4390
Linda Jacobs	5-(102)972-1186
Frances Thompson	2-(478)976-9281
Andrea Wheeler	6-(570)492-4029
Brenda Edwards	6-(407)377-5369
Norma Henry	6-(018)682-3289
Jane Wagner	0-(745)533-7374
Carol Stewart	7-(562)279-5650
Rose Harvey	9-(504)924-9009
Denise Welch	3-(769)625-3040
Cheryl Lee	1-(958)649-8492
Ruth Walker	3-(732)651-5691
Nicole Murphy	5-(962)419-8300
Anna Howard	7-(316)868-5387
Maria Vasquez	8-(973)948-1591
Sarah Cook	3-(946)727-8358
Stephanie Hamilton	7-(620)066-7113
Marilyn Spencer	3-(875)513-1394
Barbara Carpenter	7-(553)976-7366
Amy Foster	4-(245)874-4421
Evelyn Robinson	4-(254)847-9667
Kathy Watson	5-(825)425-1748
Dorothy Ryan	8-(780)467-2089
Ashley Graham	2-(992)427-8370
Carol Robertson	4-(690)904-1667
Melissa Morgan	7-(843)011-5678
Helen Schmidt	8-(987)478-5641
Kathleen Robinson	2-(608)875-6892
Katherine Hart	9-(211)115-4258
Martha Sullivan	8-(694)376-7302
Donna Kelly	8-(917)046-8050
Julie Ferguson	1-(182)283-7767
Julie Hansen	2-(717)707-1372
Janet Johnson	9-(633)491-9513
Elizabeth Murphy	9-(326)241-4811
Katherine Brown	0-(736)009-7497
Nancy Ford	5-(154)256-6417
Phyllis West	7-(629)712-5614
Sarah Rivera	1-(716)220-1739
Amanda Mccoy	0-(963)563-6619
Paula Ferguson	3-(310)270-3375
Carol Andrews	3-(082)683-1008
Margaret Mills	5-(683)429-3986
Kimberly Harris	6-(056)891-8967
Marie Clark	7-(881)978-2171
Catherine Richardson	9-(438)026-8223
Rebecca Schmidt	3-(238)035-7123
Ann Garrett	1-(732)208-2751
Alice Pierce	6-(758)270-9235
Lori Mccoy	1-(517)552-5415
Martha Hall	4-(585)808-6108
Lori Robertson	9-(272)600-6921
Donna Murphy	5-(205)325-5108
Marie Pierce	4-(455)659-6902
Annie Webb	7-(903)839-5861
Jane Ortiz	5-(817)073-9163
Debra Reynolds	0-(214)206-0036
Virginia Moore	7-(411)946-4533
Rose Mills	2-(765)309-2117
Kathy Carter	5-(466)669-9331
Lois Butler	7-(203)114-7454
Janet George	5-(560)101-4827
Diana Ray	5-(941)970-5456
Kathleen Morales	4-(023)867-2402
Kathy Hart	7-(352)771-4695
Ann Fisher	0-(637)888-1804
Andrea Rose	7-(897)255-4170
Michelle Bowman	2-(339)400-5068
Marilyn Olson	9-(378)733-4211
Phyllis Hayes	7-(608)491-7263
Judy Mills	9-(229)220-3419
Nicole Carroll	6-(572)052-7192
Tammy Carter	8-(481)634-3694
Judith Hudson	5-(161)478-2748
Margaret Reyes	4-(726)536-1120
Virginia Morrison	3-(846)316-6639
Christina Parker	3-(542)220-9863
Theresa Ramos	1-(525)868-6976
Ruth Warren	7-(168)529-8010
Lillian Rogers	8-(105)125-0261
Rebecca Howard	9-(719)776-6982
Heather Long	5-(093)875-5284
Sandra Gomez	9-(001)842-7551
Frances Hunt	9-(670)579-6475
Helen Robinson	5-(497)652-8657
Maria Armstrong	0-(551)769-2457
Beverly Lewis	3-(470)653-9321
Jane Wallace	2-(789)512-1160
Cynthia Anderson	8-(316)327-8597
Cynthia Crawford	0-(762)568-1622
Lois Ramirez	1-(230)520-1958
Ruby Wood	6-(180)107-0728
Sandra Adams	1-(046)484-4572
Evelyn Freeman	6-(888)130-0398
Brenda Bell	5-(939)825-6195
Andrea Webb	0-(047)666-0901
Martha Martinez	8-(051)250-5893
Mildred Ruiz	3-(868)897-2152
Sara Olson	8-(092)901-6721
Virginia Meyer	5-(686)993-5747
Jennifer Richardson	5-(303)540-9916
Cheryl Ramirez	0-(605)923-6329
Barbara Weaver	9-(979)610-8203
Elizabeth Hart	0-(807)503-0545
Kathleen Watkins	4-(879)945-0237
Theresa Sims	4-(161)852-4428
Debra Ellis	1-(666)360-0742
Sandra Rogers	6-(572)803-7615
Cynthia Gray	0-(181)383-7659
Denise Brooks	5-(935)083-9019
Margaret Woods	9-(250)676-1280
Ruby Weaver	9-(560)881-6657
Anne Hanson	6-(449)727-1683
Joan Franklin	7-(585)550-2236
Ashley Holmes	9-(043)360-4052
Katherine Cox	9-(862)881-4443
Judy Cole	9-(122)841-2365
Robin Morales	6-(366)461-7747
Margaret Washington	1-(970)984-5362
Anna Kelly	9-(285)389-3717
Annie Tucker	4-(251)761-9546
Pamela Bell	9-(336)607-8457
Janet Hansen	0-(806)023-9790
Helen Bradley	8-(724)557-4418
Dorothy Knight	6-(871)150-3749
Cheryl Lawrence	2-(816)006-6522
Katherine Murphy	0-(813)770-7588
Christine Rodriguez	4-(791)177-1318
Maria Medina	3-(904)540-9077
Karen Fernandez	4-(492)389-2942
Louise Davis	4-(018)562-5230
Sharon Simmons	6-(402)857-6428
Theresa Elliott	0-(199)193-3560
Tammy Dean	3-(506)241-4459
Melissa Coleman	9-(408)403-3426
Annie Larson	5-(797)361-7644
Judy Allen	4-(086)418-4660
Jane Thompson	3-(556)849-5489
Kimberly Ford	9-(261)265-0930
Kathy Burke	0-(819)592-7936
Rachel Garcia	8-(469)152-0650
Lori Bailey	6-(512)162-7493
Patricia Lawrence	4-(610)213-3485
Laura Wheeler	3-(485)767-9075
Nicole Fernandez	5-(604)903-6520
Helen Mendoza	1-(393)208-0118
Jessica Lane	7-(885)035-7975
Lillian Fernandez	3-(624)524-1546
Bonnie Carr	1-(724)195-8682
Doris Butler	1-(772)643-0095
Melissa Marshall	5-(721)974-3212
Patricia Jenkins	8-(447)145-5462
Bonnie Bell	5-(214)730-2002
Kelly Sanders	1-(285)819-8703
Rachel West	4-(977)598-0547
Martha Kennedy	9-(536)551-1818
Alice Carr	3-(836)902-9978
Ann Carter	1-(854)807-7945
Evelyn Hanson	9-(998)693-4688
Betty Roberts	5-(390)640-2168
Lori Jordan	3-(847)744-6460
Sharon Tucker	9-(650)421-4946
Barbara Henderson	8-(114)561-9270
Michelle Williams	7-(525)017-5176
Catherine Moreno	8-(779)344-7909
Judy Hanson	7-(998)783-9968
Tammy Morales	3-(210)476-6319
Dorothy Webb	9-(038)151-8470
Sharon Moore	6-(791)851-9143
Kathryn Dean	3-(405)685-6989
Anne Washington	5-(302)042-5628
Betty Boyd	4-(704)488-0741
Jacqueline Washington	0-(946)477-8738
Doris Lee	5-(585)070-3541
Maria Wagner	1-(844)261-1114
Dorothy Lewis	3-(559)507-9651
Pamela Jacobs	1-(827)091-3920
Beverly Schmidt	4-(276)014-5871
Sarah Morrison	1-(068)835-0134
Diane Arnold	0-(797)118-1136
Gloria Gilbert	6-(307)731-4354
Susan Gomez	3-(329)888-9854
Lisa Graham	5-(156)982-3251
Pamela Patterson	8-(270)643-6636
Karen Bowman	8-(992)920-7938
Sandra Gilbert	6-(697)730-8653
Ruth Davis	0-(019)727-3198
Sandra Tucker	2-(242)272-1898
Janice Medina	9-(528)015-9718
Wanda Lopez	4-(190)931-5262
Maria Greene	7-(273)807-6491
Carolyn Roberts	7-(450)853-2056
Judy Clark	8-(601)126-4901
Lisa Roberts	4-(232)584-3429
Mary Gomez	0-(564)139-2541
Sandra Webb	6-(453)553-1038
Carolyn Carr	8-(714)482-1002
Pamela Morgan	1-(613)563-8031
Helen Stevens	4-(035)365-6074
Dorothy Johnson	7-(692)719-9688
Shirley Kim	3-(400)923-0588
Marie Ward	7-(188)891-2047
Sara Gilbert	1-(434)735-7213
Jennifer James	8-(394)933-4300
Doris Ford	9-(665)963-8538
Sandra Fisher	0-(420)765-9801
Wanda Shaw	2-(973)504-3790
Sharon Lane	1-(428)878-1381
Louise Carroll	2-(597)534-2464
Janice Wheeler	7-(161)895-6405
Sharon Marshall	3-(207)149-0185
Louise Russell	2-(788)088-2680
Jennifer Turner	4-(149)439-5844
Robin Pierce	0-(261)757-5841
Jennifer Warren	0-(706)749-2372
Brenda Rodriguez	0-(294)754-8966
Amanda Ramirez	1-(810)953-8619
Lori Griffin	7-(716)795-3427
Michelle Webb	5-(883)502-9478
Rachel Wallace	6-(317)551-4515
Beverly Meyer	8-(525)999-1678
Helen Morrison	9-(089)067-9278
Julia Morgan	8-(416)324-9621
Margaret Turner	7-(196)715-5427
Marilyn Bell	4-(787)373-7738
Teresa Garza	2-(176)254-2862
Wanda Porter	3-(903)850-3891
Beverly Moore	6-(239)341-0891
Beverly Kelley	9-(598)600-9637
Lisa Jacobs	1-(007)469-6512
Phyllis Little	9-(381)353-4546
Lori Griffin	7-(164)940-8261
Angela Alexander	0-(516)108-3824
Kathleen Butler	0-(784)765-4861
Lois Andrews	3-(086)847-4355
Jessica Weaver	9-(661)945-5905
Elizabeth King	1-(113)186-5686
Brenda Alexander	8-(379)568-4483
Annie Olson	3-(319)644-9000
Brenda Martinez	9-(666)096-0535
Catherine Richards	4-(360)137-8450
Diana Hernandez	1-(517)926-4831
Janice Morrison	9-(018)019-1282
Diane Butler	3-(559)272-0810
Paula Little	5-(628)213-3418
Emily Cox	4-(998)401-1253
Dorothy Crawford	5-(322)095-5274
Martha Rivera	6-(581)243-2526
Lisa Greene	5-(320)670-2192
Joyce Reynolds	1-(802)848-5070
Cynthia Allen	0-(038)598-5537
Christina Ramos	3-(426)520-4986
Phyllis Grant	0-(394)661-2007
Christine Thomas	8-(050)326-9914
Amy Ruiz	6-(219)722-5738
Stephanie Wilson	8-(495)288-7124
Angela Hunt	6-(399)724-5544
Sharon King	8-(346)674-6433
Joan Lawson	3-(852)546-0653
Dorothy Stanley	8-(583)780-0126
Doris Mitchell	5-(327)175-8232
Annie West	6-(668)579-2256
Maria Mason	2-(543)211-4942
Teresa Washington	2-(392)322-4190
Emily White	2-(843)481-3974
Michelle Castillo	4-(442)290-2401
Lori Wright	1-(861)953-0098
Rebecca Armstrong	5-(310)622-4692
Marilyn Banks	7-(729)908-4171
Elizabeth Burke	0-(787)394-6286
Carol Banks	2-(349)294-8412
Linda Medina	2-(699)827-2952
Robin Howell	2-(512)014-1846
Donna King	3-(640)284-1121
Kelly Robertson	5-(719)153-2446
Amanda Bennett	8-(055)285-2570
Irene Howell	3-(357)903-7612
Nancy Williams	9-(523)633-2488
Rebecca Fernandez	5-(622)477-4888
Diane Sullivan	9-(466)023-6040
Deborah Howard	6-(449)961-9955
Lois Jordan	5-(303)217-7756
Kelly Garcia	5-(123)571-0177
Annie Cook	7-(759)263-4412
Evelyn Mendoza	9-(228)907-6872
Ashley Webb	5-(921)203-6909
Phyllis James	2-(352)374-6444
Kathy Henderson	4-(109)827-6781
Kathryn Welch	7-(344)284-9746
Rachel Ferguson	4-(697)231-8598
Barbara Shaw	2-(612)074-7098
Jane Torres	3-(544)015-8017
Tina Stanley	3-(782)575-8486
Barbara Larson	7-(039)175-9729
Martha Johnson	8-(475)403-2555
Ruby Weaver	5-(751)054-6755
Deborah Morris	7-(001)006-3400
Bonnie Williamson	5-(204)105-9959
Marilyn Wagner	2-(732)297-2430
Angela Wright	8-(668)302-0374
Amanda Chapman	0-(840)065-6793
Anna Price	3-(599)926-4985
Margaret Parker	7-(762)114-2657
Marie Fernandez	2-(352)920-0417
Heather Boyd	4-(259)584-6995
Kelly Hernandez	3-(679)822-5616
Susan Holmes	2-(847)173-0740
Kathleen Watson	8-(623)143-4244
Julia Cooper	9-(475)780-4344
Pamela Hamilton	0-(580)905-1017
Beverly Simmons	6-(150)604-0519
Sara Ross	3-(420)944-3821
Christine Kennedy	0-(959)728-4558
Marilyn White	3-(431)217-5221
Sharon King	3-(534)512-3112
Elizabeth Fisher	0-(942)332-6473
Paula Davis	9-(170)840-8525
Andrea Brooks	6-(343)318-9614
Sandra Butler	4-(613)092-5939
Wanda Jacobs	8-(956)699-9273
Stephanie Black	7-(517)720-2287
Gloria Greene	8-(884)751-4133
Donna Weaver	8-(109)501-3044
Joan Reed	3-(284)606-0929
Evelyn Duncan	1-(790)909-5939
Stephanie Reyes	1-(304)622-6140
Diana Stanley	1-(605)763-2224
Sharon Crawford	0-(384)502-8921
Nancy Berry	5-(988)051-0489
Mary Morgan	7-(636)733-7316
Lillian Bennett	7-(396)482-4193
Margaret Kim	8-(182)425-1240
Kathryn Butler	3-(242)162-8418
Sarah Carroll	3-(879)449-5737
Emily Sullivan	4-(176)220-0182
Linda Rice	7-(947)446-2548
Katherine Carroll	5-(170)065-5376
Sharon Russell	4-(366)858-7588
Lori Sims	4-(100)159-3157
Marie Moore	8-(478)035-9060
Anna Johnson	2-(129)134-1408
Patricia Kennedy	0-(657)434-9878
Rebecca Williams	1-(635)220-5883
Theresa Payne	4-(577)564-2107
Shirley Morales	2-(436)012-4996
Kimberly Woods	9-(194)847-0970
Gloria Hamilton	7-(165)157-9594
Jessica Baker	0-(076)971-1994
Irene Howard	4-(805)514-4511
Sarah Burton	8-(563)816-8375
Beverly Bradley	1-(076)998-1597
Norma Henderson	6-(004)787-2852
Ruby Ramirez	3-(430)306-5445
Tina Carpenter	2-(729)022-0758
Susan Kennedy	7-(025)807-5191
Janet Nelson	2-(115)573-7717
Anne Smith	6-(922)494-3567
Ann Mitchell	9-(904)401-7482
Stephanie Alexander	6-(976)380-9286
Alice Henry	0-(484)921-3352
Kelly Wheeler	4-(023)757-9530
Helen Brown	4-(413)447-9737
Ruby Burke	7-(373)243-3938
Anna Little	5-(168)487-6247
Melissa Roberts	2-(813)021-7628
Barbara Gilbert	2-(984)871-0483
Lori Davis	5-(020)475-0677
Karen Fuller	7-(145)181-7500
Karen Meyer	1-(626)850-4754
Angela Henderson	8-(319)370-7109
Frances Cole	2-(637)933-7157
Phyllis Bradley	1-(587)116-4027
Andrea Ramos	4-(168)441-5883
Mildred Meyer	6-(804)881-7760
Judy Cooper	2-(422)626-8540
Mary Garza	4-(089)377-2239
Ruth Jones	3-(833)599-8088
Dorothy Alexander	9-(336)455-8435
Deborah King	5-(700)606-9456
Elizabeth Bradley	7-(316)861-4067
Joan Larson	2-(011)729-5396
Diana Cunningham	1-(550)054-7496
Maria Allen	6-(055)689-6406
Rose Hicks	4-(873)517-9071
Wanda Johnston	5-(976)561-9420
Carol Jordan	8-(875)600-0995
Ruth Stevens	4-(555)691-7384
Lisa Gray	9-(381)978-4780
Cynthia Harper	7-(236)425-2084
Rose Dixon	0-(517)626-8223
Patricia Lee	4-(424)425-5529
Julia Castillo	8-(021)723-4024
Melissa Taylor	3-(949)203-2820
Linda Garza	3-(046)990-7472
Jean Hall	2-(717)972-9513
Brenda Nichols	0-(566)400-3937
Katherine Gonzalez	9-(800)152-5303
Tina Nichols	4-(824)962-5309
Mary Vasquez	4-(184)178-3084
Donna Green	1-(581)083-8938
Lori Larson	1-(179)121-6211
Stephanie Hart	5-(574)988-5774
Evelyn Austin	5-(135)157-1665
Jennifer Cooper	9-(036)383-4902
Phyllis Simmons	1-(197)645-1691
Teresa Wallace	4-(819)501-5322
Shirley Cruz	9-(110)215-2914
Rachel Parker	1-(510)644-7804
Lois Powell	8-(435)150-9378
Sarah Sullivan	8-(544)370-7425
Kathleen Dunn	8-(873)984-7023
Wanda Robinson	6-(355)386-7855
Angela Cox	6-(382)579-5373
Jane Anderson	9-(501)149-9971
Marilyn Hall	1-(424)069-4339
Lori Hall	1-(767)076-7735
Frances Gilbert	7-(217)940-5001
Elizabeth White	2-(174)945-8791
Annie Sanders	6-(496)699-4843
Louise Day	5-(276)023-5076
Anna Olson	2-(943)042-1513
Julie Cooper	9-(306)351-7178
Anne Chapman	8-(219)683-8634
Kathryn Scott	1-(482)597-4785
Ashley Lopez	7-(715)822-6276
Deborah Arnold	6-(468)276-3087
Lisa Reid	0-(377)328-4210
Melissa Fields	9-(691)370-8194
Cynthia Arnold	5-(150)726-5707
Denise Peterson	7-(672)496-9800
Ruby Campbell	1-(828)046-3489
Catherine Porter	6-(638)064-1850
Brenda Adams	8-(165)122-9211
Maria Gordon	0-(275)469-6052
Angela Green	7-(329)298-8584
Cheryl Daniels	6-(648)743-2325
Shirley Lawrence	8-(471)770-6908
Dorothy Green	9-(596)043-3216
Martha Rodriguez	2-(210)289-2541
Stephanie Evans	6-(737)036-7493
Joyce Ray	6-(904)956-1809
Julia Snyder	9-(010)909-1750
Amanda Meyer	7-(696)460-3227
Rachel Clark	3-(645)516-1251
Christina Sanchez	3-(721)752-5203
Angela Jacobs	3-(832)921-8659
Diane Coleman	3-(704)574-4725
Diana Robertson	5-(555)303-6025
Paula Ross	7-(403)847-2561
Patricia Nelson	2-(034)582-8451
Jacqueline Shaw	6-(969)725-8011
Kimberly Harris	3-(920)765-4410
Lillian Watkins	2-(623)645-0210
Brenda James	3-(823)892-0376
Judith Montgomery	1-(763)809-3139
Andrea Lopez	9-(906)912-1907
Lillian Edwards	7-(530)196-6176
Maria Meyer	2-(016)301-5631
Kimberly Alvarez	8-(317)554-0053
Rose Austin	6-(169)964-9969
Amy Palmer	1-(632)180-5802
Pamela Miller	6-(031)864-2355
Norma Hunt	9-(525)658-8677
Paula Davis	7-(458)434-7234
Barbara Ross	7-(038)777-0783
Janet Lee	8-(436)947-2551
Irene Green	1-(096)544-7195
Sharon Robertson	3-(074)452-6961
Theresa Oliver	9-(494)192-1898
Kathy King	5-(426)238-1198
Dorothy Ray	9-(500)516-6350
Paula Gilbert	5-(963)466-9643
Christine Ray	3-(274)243-9863
Annie Reyes	4-(697)849-6161
Brenda Ramirez	2-(890)630-6807
Janet Perry	0-(260)335-8565
Elizabeth Ford	1-(645)224-0100
Dorothy Williams	2-(743)405-5884
Melissa Bishop	5-(521)204-6058
Teresa Castillo	1-(741)800-7471
Lois Wood	8-(114)961-1017
Mildred Mason	9-(607)851-3467
Christina Watkins	2-(999)827-5246
Bonnie Brown	1-(990)577-3293
Teresa Roberts	0-(129)580-1873
Martha Larson	9-(387)648-5337
Shirley Lee	6-(731)529-9340
Amanda Graham	6-(537)135-0932
Sarah Jenkins	4-(743)637-5859
Amanda Evans	6-(203)942-5394
Jacqueline Carter	2-(386)309-4769
Carolyn Rogers	0-(708)413-7651
Lois Cunningham	0-(496)376-4201
Janet Garrett	8-(772)883-3686
Margaret Roberts	1-(374)394-5703
Annie Burke	9-(724)089-6859
Christine Carr	9-(653)904-0725
Doris Mcdonald	3-(132)924-4492
Anne Vasquez	9-(203)125-9095
Kelly Chavez	5-(815)180-5985
Betty Rodriguez	5-(858)872-3604
Patricia Mitchell	5-(387)931-8485
Patricia Allen	8-(867)076-8928
Rose Moreno	4-(596)343-3949
Gloria Welch	0-(643)433-4553
Gloria Lewis	5-(123)300-7458
Nicole Torres	3-(486)355-7571
Judith Olson	6-(706)376-7166
Sandra Cook	9-(597)618-6066
Theresa James	9-(037)520-8392
Christina Day	9-(037)322-0939
Louise Fernandez	5-(997)637-7290
Denise Bryant	1-(521)620-1187
Norma Peterson	5-(776)940-4575
Jane Peterson	0-(658)715-9897
Mildred Cole	8-(148)151-8631
Amanda Romero	2-(519)938-3295
Judith Ray	9-(238)198-2437
Martha Lane	5-(135)588-2920
Martha Ellis	2-(376)557-3299
Bonnie Fields	7-(532)660-7069
Marilyn Jenkins	0-(862)026-9407
Wanda Cook	9-(259)668-2404
Judy Russell	8-(705)538-2291
Doris Knight	0-(924)006-6589
Jacqueline Dixon	6-(596)983-4739
Rachel Brooks	3-(073)251-6763
Linda Schmidt	6-(199)169-7075
Doris Ortiz	3-(016)650-3865
Judy Long	1-(189)016-8282
Janet Rogers	0-(873)505-6843
Evelyn Williamson	4-(823)503-7537
Rachel Reed	3-(115)465-2600
Carolyn Dunn	8-(836)977-4479
Alice Hunter	5-(945)715-1230
Theresa Moreno	1-(889)090-9088
Kathy Ray	4-(423)565-8111
Frances Dean	0-(824)216-8718
Cheryl Hawkins	9-(383)377-8360
Marie Ramirez	7-(491)441-4305
Marilyn Martin	2-(813)121-1728
Lisa Taylor	0-(467)301-4118
Gloria Hernandez	3-(215)144-8035
Julia Sims	8-(392)548-3207
Stephanie Foster	4-(720)089-8715
Ashley Mitchell	1-(840)586-0555
Rachel Cox	9-(536)152-3597
Margaret Nelson	6-(633)060-3774
Louise Jones	3-(063)667-1240
Jennifer Johnston	7-(574)041-5530
Barbara Perry	7-(803)319-9989
Christina Watson	6-(990)811-5261
Donna Brooks	8-(008)210-6400
Julie Dunn	5-(144)713-0870
Christine Elliott	9-(608)182-3465
Beverly Berry	4-(405)943-8215
Shirley Torres	7-(914)765-1720
Heather Lee	2-(646)716-3891
Denise Mitchell	5-(418)338-7414
Carol Bowman	8-(717)311-0237
Lisa Carroll	3-(579)165-5906
Sharon Robertson	9-(980)681-0519
Brenda Campbell	5-(116)004-3630
Judy Hernandez	5-(695)831-1976
Mary Anderson	5-(932)368-9080
Doris Edwards	2-(989)262-6002
Shirley Bennett	5-(574)145-5271
Betty Moore	4-(661)264-4284
Jessica Vasquez	5-(123)719-9269
Barbara Cook	9-(410)214-4627
Laura Murphy	9-(290)796-6677
Linda Coleman	3-(802)440-8525
Janice Ryan	8-(909)107-7052
Margaret Murray	5-(612)493-0952
Lisa Ford	9-(199)696-1083
Shirley Flores	3-(057)116-0611
Tammy Allen	3-(411)565-3032
Doris Romero	2-(456)172-1451
Irene Hamilton	5-(434)760-0857
Sandra Wood	0-(111)353-9367
Jane Weaver	8-(284)919-2183
Angela Daniels	3-(516)104-4435
Barbara Morris	6-(963)403-7707
Diane Fisher	1-(189)324-2090
Lois Warren	2-(473)420-0820
Jessica Hart	4-(629)842-9361
Kelly Hayes	7-(344)343-8579
Denise Barnes	1-(627)344-4277
Emily Henderson	0-(586)422-7159
Marie Sanders	6-(571)805-4053
Judy Hamilton	5-(823)831-8708
Dorothy Gray	2-(443)200-7459
Rebecca Robertson	9-(810)260-9804
Andrea Mcdonald	4-(501)010-6546
Carolyn Riley	3-(214)866-0215
Christine Weaver	3-(488)562-6349
Jane Frazier	0-(460)118-0125
Melissa Dixon	9-(418)489-5458
Emily Gilbert	9-(776)954-8974
Lori Flores	6-(178)285-1968
Sarah Palmer	4-(958)312-1393
Julia Rice	9-(237)882-6349
Teresa Gutierrez	7-(025)627-4406
Evelyn Day	5-(983)258-0682
Amanda Martinez	8-(589)730-2842
Cynthia Miller	6-(546)352-4346
Dorothy Washington	8-(546)461-9492
Patricia Boyd	1-(486)206-7056
Irene Little	5-(957)731-1575
Tina Oliver	4-(203)650-1185
Louise Garrett	2-(843)500-1857
Helen Richardson	9-(294)455-8279
Sarah Gordon	5-(531)195-8832
Rachel Gonzalez	8-(366)443-3606
Janice Scott	1-(335)424-1707
Paula Woods	8-(514)903-7054
Marie Diaz	2-(488)204-3363
Doris Schmidt	6-(858)354-0123
Marie Berry	6-(876)165-2794
Annie Murphy	5-(301)659-0650
Donna Moore	8-(209)406-1476
Laura Garcia	7-(036)943-1345
Stephanie Arnold	0-(395)292-2775
Janet Carroll	3-(627)526-4023
Wanda Cooper	4-(411)485-4318
Helen Wood	2-(453)836-2662
Debra Hanson	7-(908)186-5661
Nancy Elliott	3-(931)713-7593
Laura White	1-(323)623-4136
Evelyn Fowler	7-(061)960-7844
Rose Peterson	5-(951)392-5494
Maria Woods	7-(774)576-2466
Frances Rogers	4-(710)701-2629
Carol Stevens	3-(744)130-8038
Kathy Reynolds	5-(473)469-1557
Sarah Carr	8-(638)875-6631
Marie Elliott	3-(463)626-3497
Melissa Stephens	3-(586)011-4457
Tammy Johnston	6-(932)069-7029
Jennifer Ferguson	5-(050)273-6079
Julie Gibson	9-(570)381-1235
Dorothy Moreno	6-(175)899-5855
Shirley Gutierrez	9-(502)819-8368
Janet Harvey	3-(499)926-4028
Annie Cook	5-(461)820-0231
Marie Myers	8-(702)119-2925
Marilyn Murphy	0-(380)294-5836
Kathy Wheeler	9-(607)454-0304
Marilyn Hicks	3-(649)244-2109
Phyllis Stanley	5-(474)494-4299
Theresa Graham	7-(847)380-3996
Evelyn Nguyen	5-(973)071-8174
Julie Hall	8-(314)911-8645
Patricia Wright	0-(432)791-9355
